MES;DIA;PROVINCIA;CANTÓN;HORA;ZONA;NUM_FALLECIDO;NUM_LESIONADO;TOTAL_VICTIMAS;CLASE;CAUSA
ENERO;DOMINGO;SANTA ELENA;LA LIBERTAD;00:00 A 00:59;URBANA;0;1;1;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
ENERO;DOMINGO;AZUAY;CUENCA;00:00 A 00:59;URBANA;0;1;1;PÉRDIDA DE PISTA;EXCESO VELOCIDAD
ENERO;DOMINGO;GUAYAS;BALZAR;00:00 A 00:59;URBANA;0;1;1;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;DOMINGO;PICHINCHA;QUITO;00:00 A 00:59;URBANA;0;0;0;CHOQUES;FACTORES CLIMÁTICOS
ENERO;DOMINGO;TUNGURAHUA;AMBATO;00:00 A 00:59;URBANA;1;0;1;ATROPELLOS;EXCESO VELOCIDAD
ENERO;DOMINGO;SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;00:00 A 00:59;URBANA;0;2;2;ATROPELLOS;EMBRIAGUEZ O DROGA
ENERO;DOMINGO;TUNGURAHUA;AMBATO;00:00 A 00:59;URBANA;0;3;3;ATROPELLOS;EXCESO VELOCIDAD
ENERO;DOMINGO;PICHINCHA;QUITO;00:00 A 00:59;RURAL;0;6;6;ATROPELLOS;EMBRIAGUEZ O DROGA
ENERO;DOMINGO;TUNGURAHUA;AMBATO;01:00 A 01:59;RURAL;1;0;1;ATROPELLOS;EXCESO VELOCIDAD
ENERO;DOMINGO;MANABÍ;JUNIN;01:00 A 01:59;RURAL;1;0;1;ESTRELLAMIENTOS;EXCESO VELOCIDAD
ENERO;DOMINGO;LOS RÍOS;QUEVEDO;02:00 A 02:59;URBANA;0;1;1;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;DOMINGO;GUAYAS;GUAYAQUIL;03:00 A 03:59;URBANA;0;1;1;CHOQUES;EXCESO VELOCIDAD
ENERO;DOMINGO;MANABÍ;PORTOVIEJO;03:00 A 03:59;URBANA;0;0;0;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
ENERO;DOMINGO;PICHINCHA;QUITO;03:00 A 03:59;RURAL;0;0;0;ESTRELLAMIENTOS;EXCESO VELOCIDAD
ENERO;DOMINGO;PICHINCHA;QUITO;04:00 A 04:59;URBANA;0;3;3;CHOQUES;EMBRIAGUEZ O DROGA
ENERO;DOMINGO;MANABÍ;MANTA;04:00 A 04:59;URBANA;0;1;1;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;DOMINGO;GUAYAS;NARANJAL;04:00 A 04:59;URBANA;0;1;1;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;DOMINGO;PICHINCHA;MEJIA;05:00 A 05:59;RURAL;0;1;1;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;DOMINGO;GUAYAS;NARANJAL;05:00 A 05:59;RURAL;0;2;2;CAÍDA DE PASAJEROS;IMPRUDENCIA  DEL PEATÓN
ENERO;DOMINGO;CHIMBORAZO;RIOBAMBA;05:00 A 05:59;URBANA;0;0;0;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
ENERO;DOMINGO;LOS RÍOS;BUENA FE;05:00 A 05:59;RURAL;0;0;0;ROZAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;DOMINGO;CHIMBORAZO;RIOBAMBA;05:00 A 05:59;RURAL;0;3;3;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;DOMINGO;GUAYAS;GUAYAQUIL;05:00 A 05:59;URBANA;0;1;1;PÉRDIDA DE PISTA;EXCESO VELOCIDAD
ENERO;DOMINGO;MANABÍ;MANTA;06:00 A 06:59;URBANA;0;0;0;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;DOMINGO;COTOPAXI;LA MANA;06:00 A 06:59;URBANA;0;1;1;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;DOMINGO;SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;06:00 A 06:59;URBANA;0;1;1;PÉRDIDA DE PISTA;FACTORES CLIMÁTICOS
ENERO;DOMINGO;PICHINCHA;QUITO;06:00 A 06:59;URBANA;0;0;0;ESTRELLAMIENTOS;EXCESO VELOCIDAD
ENERO;DOMINGO;PICHINCHA;QUITO;06:00 A 06:59;RURAL;0;0;0;ESTRELLAMIENTOS;NO RESPETA LAS SEÑALES DE TRÁNSITO
ENERO;DOMINGO;SANTA ELENA;SANTA ELENA;06:00 A 06:59;RURAL;0;3;3;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;DOMINGO;SANTA ELENA;SALINAS;06:00 A 06:59;RURAL;0;1;1;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;DOMINGO;ORELLANA;LA JOYA DE LOS SACHAS;06:00 A 06:59;RURAL;0;1;1;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;DOMINGO;SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;07:00 A 07:59;URBANA;0;3;3;CHOQUES;EMBRIAGUEZ O DROGA
ENERO;DOMINGO;TUNGURAHUA;AMBATO;07:00 A 07:59;URBANA;0;0;0;ESTRELLAMIENTOS;EMBRIAGUEZ O DROGA
ENERO;DOMINGO;GUAYAS;GUAYAQUIL;07:00 A 07:59;URBANA;0;0;0;PÉRDIDA DE PISTA;EXCESO VELOCIDAD
ENERO;DOMINGO;GUAYAS;GUAYAQUIL;07:00 A 07:59;URBANA;0;0;0;PÉRDIDA DE PISTA;EXCESO VELOCIDAD
ENERO;DOMINGO;GUAYAS;SAN JACINTO DE YAGUACHI;07:00 A 07:59;RURAL;0;1;1;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;DOMINGO;GUAYAS;GUAYAQUIL;07:00 A 07:59;URBANA;0;1;1;ATROPELLOS;OTRAS CAUSAS
ENERO;DOMINGO;SANTA ELENA;SANTA ELENA;07:00 A 07:59;RURAL;0;0;0;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;DOMINGO;GUAYAS;GUAYAQUIL;07:00 A 07:59;URBANA;0;0;0;ESTRELLAMIENTOS;EXCESO VELOCIDAD
ENERO;DOMINGO;PICHINCHA;QUITO;07:00 A 07:59;RURAL;0;0;0;CHOQUES;EXCESO VELOCIDAD
ENERO;DOMINGO;GUAYAS;GUAYAQUIL;07:00 A 07:59;URBANA;0;0;0;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;DOMINGO;SANTA ELENA;SANTA ELENA;07:00 A 07:59;RURAL;0;0;0;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
ENERO;DOMINGO;GUAYAS;GUAYAQUIL;07:00 A 07:59;URBANA;0;2;2;ESTRELLAMIENTOS;EXCESO VELOCIDAD
ENERO;DOMINGO;MANABÍ;PAJAN;07:00 A 07:59;RURAL;0;5;5;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
ENERO;DOMINGO;IMBABURA;IBARRA;07:00 A 07:59;RURAL;0;0;0;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;DOMINGO;SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;08:00 A 08:59;RURAL;1;0;1;PÉRDIDA DE PISTA;EXCESO VELOCIDAD
ENERO;DOMINGO;TUNGURAHUA;AMBATO;09:00 A 09:59;RURAL;0;1;1;ESTRELLAMIENTOS;EMBRIAGUEZ O DROGA
ENERO;DOMINGO;PICHINCHA;SAN MIGUEL DE LOS BANCOS;09:00 A 09:59;RURAL;0;0;0;ESTRELLAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;DOMINGO;LOS RÍOS;VENTANAS;09:00 A 09:59;URBANA;0;1;1;CAÍDA DE PASAJEROS;IMPRUDENCIA  DEL PEATÓN
ENERO;DOMINGO;PICHINCHA;QUITO;09:00 A 09:59;URBANA;0;1;1;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;DOMINGO;MANABÍ;MANTA;09:00 A 09:59;URBANA;0;0;0;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;DOMINGO;COTOPAXI;SAQUISILI;09:00 A 09:59;URBANA;0;2;2;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;DOMINGO;GUAYAS;GUAYAQUIL;09:00 A 09:59;URBANA;1;3;4;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
ENERO;DOMINGO;MANABÍ;MANTA;09:00 A 09:59;URBANA;0;0;0;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;DOMINGO;COTOPAXI;SAQUISILI;09:00 A 09:59;RURAL;1;2;3;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;DOMINGO;BOLÍVAR;CHIMBO;09:00 A 09:59;URBANA;1;0;1;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;DOMINGO;SUCUMBÍOS;SHUSHUFINDI;09:00 A 09:59;RURAL;0;1;1;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;DOMINGO;GUAYAS;PEDRO CARBO;11:00 A 11:59;RURAL;0;1;1;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;DOMINGO;GUAYAS;NARANJAL;11:00 A 11:59;RURAL;0;1;1;CAÍDA DE PASAJEROS;IMPRUDENCIA  DEL PEATÓN
ENERO;DOMINGO;PASTAZA;SANTA CLARA;12:00 A 12:59;RURAL;0;0;0;ESTRELLAMIENTOS;OTRAS CAUSAS
ENERO;DOMINGO;AZUAY;CUENCA;12:00 A 12:59;RURAL;0;0;0;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
ENERO;DOMINGO;GUAYAS;EL TRIUNFO;12:00 A 12:59;RURAL;0;0;0;ESTRELLAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;DOMINGO;GUAYAS;SAN JACINTO DE YAGUACHI;12:00 A 12:59;RURAL;0;1;1;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;DOMINGO;SANTA ELENA;SALINAS;12:00 A 12:59;RURAL;0;2;2;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
ENERO;DOMINGO;GUAYAS;DAULE;13:00 A 13:59;RURAL;0;2;2;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;DOMINGO;MANABÍ;PORTOVIEJO;13:00 A 13:59;URBANA;0;0;0;ESTRELLAMIENTOS;EXCESO VELOCIDAD
ENERO;DOMINGO;IMBABURA;OTAVALO;13:00 A 13:59;RURAL;0;1;1;CHOQUES;EMBRIAGUEZ O DROGA
ENERO;DOMINGO;MANABÍ;ROCAFUERTE;13:00 A 13:59;RURAL;0;0;0;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;DOMINGO;MANABÍ;MONTECRISTI;13:00 A 13:59;RURAL;0;0;0;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
ENERO;DOMINGO;PICHINCHA;QUITO;14:00 A 14:59;URBANA;0;1;1;ESTRELLAMIENTOS;FACTORES CLIMÁTICOS
ENERO;DOMINGO;PICHINCHA;QUITO;14:00 A 14:59;URBANA;0;1;1;CHOQUES;FACTORES CLIMÁTICOS
ENERO;DOMINGO;LOJA;LOJA;15:00 A 15:59;RURAL;0;0;0;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;DOMINGO;PICHINCHA;QUITO;15:00 A 15:59;URBANA;0;0;0;ESTRELLAMIENTOS;EXCESO VELOCIDAD
ENERO;DOMINGO;GUAYAS;SIMON BOLIVAR;15:00 A 15:59;RURAL;0;2;2;CAÍDA DE PASAJEROS;IMPRUDENCIA  DEL PEATÓN
ENERO;DOMINGO;PICHINCHA;QUITO;15:00 A 15:59;RURAL;0;0;0;ESTRELLAMIENTOS;FACTORES CLIMÁTICOS
ENERO;DOMINGO;PICHINCHA;QUITO;15:00 A 15:59;URBANA;0;0;0;ESTRELLAMIENTOS;FACTORES CLIMÁTICOS
ENERO;DOMINGO;GUAYAS;EL EMPALME;15:00 A 15:59;RURAL;0;4;4;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
ENERO;DOMINGO;IMBABURA;IBARRA;16:00 A 16:59;URBANA;1;0;1;PÉRDIDA DE PISTA;NO RESPETA LAS SEÑALES DE TRÁNSITO
ENERO;DOMINGO;CHIMBORAZO;COLTA;16:00 A 16:59;RURAL;0;0;0;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;DOMINGO;GUAYAS;GUAYAQUIL;16:00 A 16:59;URBANA;0;1;1;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;DOMINGO;SANTA ELENA;SANTA ELENA;16:00 A 16:59;URBANA;0;0;0;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;DOMINGO;SANTA ELENA;SANTA ELENA;16:00 A 16:59;RURAL;0;1;1;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;DOMINGO;GUAYAS;SAMBORONDON;17:00 A 17:59;RURAL;0;1;1;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
ENERO;DOMINGO;PICHINCHA;MEJIA;17:00 A 17:59;RURAL;0;4;4;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;DOMINGO;GUAYAS;GUAYAQUIL;17:00 A 17:59;URBANA;0;1;1;CHOQUES;EXCESO VELOCIDAD
ENERO;DOMINGO;LOS RÍOS;QUEVEDO;17:00 A 17:59;URBANA;0;1;1;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
ENERO;DOMINGO;SANTA ELENA;LA LIBERTAD;17:00 A 17:59;URBANA;0;1;1;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;DOMINGO;PICHINCHA;MEJIA;18:00 A 18:59;RURAL;0;0;0;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;DOMINGO;PICHINCHA;QUITO;18:00 A 18:59;URBANA;0;0;0;CHOQUES;FACTORES CLIMÁTICOS
ENERO;DOMINGO;GUAYAS;GUAYAQUIL;18:00 A 18:59;URBANA;0;1;1;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;DOMINGO;SANTA ELENA;SANTA ELENA;18:00 A 18:59;RURAL;0;0;0;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;DOMINGO;PICHINCHA;QUITO;18:00 A 18:59;URBANA;0;1;1;CHOQUES;FACTORES CLIMÁTICOS
ENERO;DOMINGO;GUAYAS;MILAGRO;18:00 A 18:59;URBANA;0;1;1;CAÍDA DE PASAJEROS;IMPRUDENCIA  DEL PEATÓN
ENERO;DOMINGO;LOS RÍOS;URDANETA;18:00 A 18:59;URBANA;0;3;3;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;DOMINGO;GUAYAS;SAN JACINTO DE YAGUACHI;19:00 A 19:59;URBANA;1;0;1;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
ENERO;DOMINGO;SANTA ELENA;SANTA ELENA;19:00 A 19:59;RURAL;0;0;0;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;DOMINGO;SANTA ELENA;SALINAS;19:00 A 19:59;URBANA;0;1;1;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;DOMINGO;CHIMBORAZO;CUMANDA;19:00 A 19:59;RURAL;0;2;2;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;DOMINGO;GUAYAS;DAULE;19:00 A 19:59;URBANA;0;3;3;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;DOMINGO;LOJA;LOJA;19:00 A 19:59;RURAL;0;1;1;CHOQUES;EMBRIAGUEZ O DROGA
ENERO;DOMINGO;CHIMBORAZO;COLTA;19:00 A 19:59;RURAL;1;0;1;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;DOMINGO;PICHINCHA;QUITO;20:00 A 20:59;URBANA;0;1;1;ESTRELLAMIENTOS;EMBRIAGUEZ O DROGA
ENERO;DOMINGO;MANABÍ;MANTA;20:00 A 20:59;URBANA;1;0;1;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;DOMINGO;MANABÍ;MONTECRISTI;20:00 A 20:59;RURAL;0;1;1;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;DOMINGO;GUAYAS;SIMON BOLIVAR;20:00 A 20:59;RURAL;0;3;3;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
ENERO;DOMINGO;GUAYAS;GUAYAQUIL;20:00 A 20:59;URBANA;0;0;0;ESTRELLAMIENTOS;NO RESPETA LAS SEÑALES DE TRÁNSITO
ENERO;DOMINGO;MANABÍ;ROCAFUERTE;21:00 A 21:59;RURAL;0;2;2;ROZAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;DOMINGO;PICHINCHA;QUITO;21:00 A 21:59;URBANA;0;2;2;ESTRELLAMIENTOS;FACTORES CLIMÁTICOS
ENERO;DOMINGO;GUAYAS;MILAGRO;21:00 A 21:59;RURAL;0;2;2;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
ENERO;DOMINGO;MANABÍ;PORTOVIEJO;21:00 A 21:59;URBANA;1;2;3;CHOQUES;EXCESO VELOCIDAD
ENERO;DOMINGO;AZUAY;GUALACEO;21:00 A 21:59;RURAL;0;1;1;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
ENERO;DOMINGO;SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;21:00 A 21:59;URBANA;0;1;1;ESTRELLAMIENTOS;EXCESO VELOCIDAD
ENERO;DOMINGO;AZUAY;CUENCA;21:00 A 21:59;RURAL;0;4;4;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;DOMINGO;PICHINCHA;MEJIA;22:00 A 22:59;RURAL;0;1;1;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;DOMINGO;SANTA ELENA;SANTA ELENA;22:00 A 22:59;RURAL;0;1;1;CAÍDA DE PASAJEROS;IMPRUDENCIA  DEL PEATÓN
ENERO;DOMINGO;CHIMBORAZO;GUANO;22:00 A 22:59;RURAL;0;0;0;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;DOMINGO;GUAYAS;SAN JACINTO DE YAGUACHI;23:00 A 23:59;RURAL;0;1;1;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
ENERO;DOMINGO;BOLÍVAR;CHILLANES;23:00 A 23:59;RURAL;0;1;1;CAÍDA DE PASAJEROS;IMPRUDENCIA  DEL PEATÓN
ENERO;DOMINGO;LOS RÍOS;QUEVEDO;23:00 A 23:59;RURAL;2;2;4;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;LUNES;GUAYAS;DAULE;00:00 A 00:59;RURAL;0;1;1;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;LUNES;PICHINCHA;QUITO;00:00 A 00:59;RURAL;0;1;1;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;LUNES;ESMERALDAS;QUININDE;00:00 A 00:59;RURAL;1;0;1;PÉRDIDA DE PISTA;EMBRIAGUEZ O DROGA
ENERO;LUNES;GUAYAS;GUAYAQUIL;01:00 A 01:59;URBANA;0;0;0;CHOQUES;EMBRIAGUEZ O DROGA
ENERO;LUNES;LOS RÍOS;VENTANAS;01:00 A 01:59;URBANA;0;1;1;CAÍDA DE PASAJEROS;IMPRUDENCIA  DEL PEATÓN
ENERO;LUNES;TUNGURAHUA;AMBATO;01:00 A 01:59;URBANA;0;1;1;CHOQUES;EMBRIAGUEZ O DROGA
ENERO;LUNES;SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;01:00 A 01:59;URBANA;0;0;0;ESTRELLAMIENTOS;EXCESO VELOCIDAD
ENERO;LUNES;PICHINCHA;QUITO;02:00 A 02:59;RURAL;0;2;2;PÉRDIDA DE PISTA;FACTORES CLIMÁTICOS
ENERO;LUNES;GUAYAS;PEDRO CARBO;02:00 A 02:59;RURAL;0;1;1;CAÍDA DE PASAJEROS;IMPRUDENCIA  DEL PEATÓN
ENERO;LUNES;MANABÍ;JIPIJAPA;03:00 A 03:59;RURAL;0;1;1;CAÍDA DE PASAJEROS;IMPRUDENCIA  DEL PEATÓN
ENERO;LUNES;MANABÍ;CHONE;03:00 A 03:59;RURAL;0;2;2;ESTRELLAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;LUNES;MANABÍ;MONTECRISTI;04:00 A 04:59;RURAL;1;0;1;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;LUNES;EL ORO;EL GUABO;05:00 A 05:59;RURAL;0;0;0;ESTRELLAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;LUNES;GUAYAS;PLAYAS;06:00 A 06:59;RURAL;0;2;2;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;LUNES;GUAYAS;MILAGRO;06:00 A 06:59;URBANA;0;1;1;ESTRELLAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;LUNES;TUNGURAHUA;AMBATO;07:00 A 07:59;RURAL;1;0;1;CHOQUES;EXCESO VELOCIDAD
ENERO;LUNES;GUAYAS;EL TRIUNFO;07:00 A 07:59;RURAL;0;1;1;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;LUNES;PICHINCHA;QUITO;08:00 A 08:59;URBANA;0;0;0;ESTRELLAMIENTOS;FACTORES CLIMÁTICOS
ENERO;LUNES;GUAYAS;GUAYAQUIL;08:00 A 08:59;URBANA;0;0;0;PÉRDIDA DE PISTA;EMBRIAGUEZ O DROGA
ENERO;LUNES;GUAYAS;PLAYAS;08:00 A 08:59;RURAL;0;1;1;CAÍDA DE PASAJEROS;IMPRUDENCIA  DEL PEATÓN
ENERO;LUNES;PICHINCHA;QUITO;09:00 A 09:59;URBANA;0;0;0;ESTRELLAMIENTOS;EXCESO VELOCIDAD
ENERO;LUNES;ORELLANA;ORELLANA;09:00 A 09:59;RURAL;0;0;0;ESTRELLAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;LUNES;PICHINCHA;QUITO;09:00 A 09:59;URBANA;0;1;1;ESTRELLAMIENTOS;NO RESPETA LAS SEÑALES DE TRÁNSITO
ENERO;LUNES;GUAYAS;GUAYAQUIL;09:00 A 09:59;RURAL;0;3;3;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
ENERO;LUNES;SANTA ELENA;LA LIBERTAD;10:00 A 10:59;RURAL;0;1;1;ROZAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;LUNES;MANABÍ;MANTA;10:00 A 10:59;RURAL;2;0;2;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;LUNES;CHIMBORAZO;RIOBAMBA;10:00 A 10:59;URBANA;0;0;0;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
ENERO;LUNES;PICHINCHA;MEJIA;11:00 A 11:59;RURAL;0;0;0;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
ENERO;LUNES;CHIMBORAZO;RIOBAMBA;11:00 A 11:59;URBANA;0;0;0;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
ENERO;LUNES;AZUAY;CUENCA;11:00 A 11:59;RURAL;0;1;1;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;LUNES;GUAYAS;NARANJAL;12:00 A 12:59;URBANA;0;2;2;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;LUNES;GUAYAS;GUAYAQUIL;13:00 A 13:59;RURAL;0;1;1;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;LUNES;EL ORO;EL GUABO;14:00 A 14:59;RURAL;1;0;1;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
ENERO;LUNES;AZUAY;CUENCA;15:00 A 15:59;RURAL;0;5;5;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;LUNES;CHIMBORAZO;RIOBAMBA;16:00 A 16:59;URBANA;0;0;0;VOLCAMIENTOS;NO RESPETA LAS SEÑALES DE TRÁNSITO
ENERO;LUNES;SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;18:00 A 18:59;RURAL;0;0;0;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;LUNES;AZUAY;CUENCA;18:00 A 18:59;URBANA;0;1;1;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;LUNES;CAÑAR;LA TRONCAL;19:00 A 19:59;URBANA;0;3;3;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;LUNES;EL ORO;MACHALA;19:00 A 19:59;RURAL;0;1;1;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;LUNES;LOS RÍOS;BABAHOYO;19:00 A 19:59;RURAL;1;0;1;CAÍDA DE PASAJEROS;MAL ESTADO DE LA VÍA
ENERO;LUNES;ZAMORA CHINCHIPE;ZAMORA;19:00 A 19:59;RURAL;0;2;2;ESTRELLAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;LUNES;GUAYAS;GUAYAQUIL;19:00 A 19:59;URBANA;0;1;1;ATROPELLOS;OTRAS CAUSAS
ENERO;LUNES;PICHINCHA;QUITO;19:00 A 19:59;URBANA;0;1;1;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;LUNES;GUAYAS;MILAGRO;20:00 A 20:59;RURAL;0;2;2;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;LUNES;AZUAY;CUENCA;20:00 A 20:59;URBANA;0;0;0;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
ENERO;LUNES;SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;20:00 A 20:59;URBANA;0;1;1;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
